,seller_zip_code_prefix_3_digits,customer_zip_code_prefix_3_digits,frequency,freight_value,delay,phy_dist,efficiency
539,032,056,15,7.779999999999999,8.816608796296297,19.597658459426604,0.4498807250136278
540,032,057,13,13.994166666666665,5.508608217592592,20.130558261792867,0.27076316585904997
541,032,058,12,10.353333333333333,3.3965335648148147,24.0849649457648,0.1428814528354596
542,032,080,5,12.9075,5.850480324074074,14.942232825392574,0.40133699070805456
543,032,081,9,11.71,10.556512345679012,19.55154068591877,0.5381313888999059
544,032,082,13,9.303333333333335,7.579501028806583,10.831429471917964,0.6873419253284206
545,032,083,3,9.996666666666668,13.350528549382716,9.531337841251966,1.38949702443988
546,032,084,17,13.163999999999998,7.697673611111111,15.050316270582343,0.5096123276315316
547,033,011,2,9.765,2.7444155092592593,9.117018709077715,0.33675914775555493
548,033,013,5,10.47,4.9212847222222225,7.91114926279804,0.6165772291391454
549,033,014,10,10.535555555555558,2.3499266975308637,9.879257853230165,0.24036741698580755
550,033,015,6,15.5,2.1668333333333334,6.027795552636869,0.3593133815660988
551,033,020,1,8.72,2.777928240740741,5.934822681805285,0.4680726602426033
552,033,021,7,11.205,4.318211805555555,4.976162363271041,1.0908077190520276
553,033,022,6,9.047999999999998,3.6130462962962966,7.037398637763182,0.5266825688237866
554,033,023,1,8.72,13.078125,9.471329028322664,1.3808120234121024
555,033,024,1,11.8,11.927893518518518,11.314668436803657,1.0541973532092377
556,033,025,2,9.17,1.5288425925925926,10.566013739686628,0.14830235341204043
557,033,028,3,7.43,7.516365740740741,17.763711664821738,0.423130361636399
558,033,029,1,12.34,7.93318287037037,20.525016959760734,0.3865128533595545
559,033,030,2,8.825,3.148877314814815,3.4393270088209444,1.1692305537911751
560,033,031,1,7.78,0.5692013888888889,2.9637152623286056,0.19205670535355837
561,033,032,3,18.743333333333332,4.559706790123457,5.754598192841555,0.9382584690877901
562,033,033,5,11.6175,3.259881365740741,3.7494221002322377,1.0120374810396593
